40000
Clean Stain_Level_1 Stain_Level_2 Stain_Level_3
002035.jpg -1 -1 1 -1
007242.jpg -1 -1 -1 1
007776.jpg 1 -1 -1 -1
005535.jpg -1 1 -1 -1
004421.jpg -1 -1 1 -1
009004.jpg -1 -1 -1 1
000715.jpg 1 -1 -1 -1
004578.jpg -1 1 -1 -1
008241.jpg -1 -1 1 -1
007032.jpg -1 -1 -1 1
001518.jpg 1 -1 -1 -1
005789.jpg -1 1 -1 -1
009353.jpg -1 -1 1 -1
009872.jpg -1 -1 -1 1
004230.jpg 1 -1 -1 -1
006492.jpg -1 1 -1 -1
001810.jpg -1 -1 1 -1
001761.jpg -1 -1 -1 1
003367.jpg 1 -1 -1 -1
002334.jpg -1 1 -1 -1
002420.jpg -1 -1 1 -1
001706.jpg -1 -1 -1 1
001849.jpg 1 -1 -1 -1
009920.jpg -1 1 -1 -1
006821.jpg -1 -1 1 -1
001932.jpg -1 -1 -1 1
006699.jpg 1 -1 -1 -1
009617.jpg -1 1 -1 -1
007128.jpg -1 -1 1 -1
004823.jpg -1 -1 -1 1
001102.jpg 1 -1 -1 -1
006141.jpg -1 1 -1 -1
005028.jpg -1 -1 1 -1
002819.jpg -1 -1 -1 1
004058.jpg 1 -1 -1 -1
008681.jpg -1 1 -1 -1
007920.jpg -1 -1 1 -1
001766.jpg -1 -1 -1 1
006514.jpg 1 -1 -1 -1
004231.jpg -1 1 -1 -1
005588.jpg -1 -1 1 -1
009907.jpg -1 -1 -1 1
004362.jpg 1 -1 -1 -1
003872.jpg -1 1 -1 -1
005654.jpg -1 -1 1 -1
001029.jpg -1 -1 -1 1
003052.jpg 1 -1 -1 -1
004491.jpg -1 1 -1 -1
002801.jpg -1 -1 1 -1
001591.jpg -1 -1 -1 1
008878.jpg 1 -1 -1 -1
004100.jpg -1 1 -1 -1
002618.jpg -1 -1 1 -1
007695.jpg -1 -1 -1 1
007494.jpg 1 -1 -1 -1
003253.jpg -1 1 -1 -1
008732.jpg -1 -1 1 -1
008507.jpg -1 -1 -1 1
003026.jpg 1 -1 -1 -1
004513.jpg -1 1 -1 -1
000104.jpg -1 -1 1 -1
001502.jpg -1 -1 -1 1
000564.jpg 1 -1 -1 -1
001555.jpg -1 1 -1 -1
000505.jpg -1 -1 1 -1
006016.jpg -1 -1 -1 1
001983.jpg 1 -1 -1 -1
007286.jpg -1 1 -1 -1
003429.jpg -1 -1 1 -1
006402.jpg -1 -1 -1 1
004177.jpg 1 -1 -1 -1
006551.jpg -1 1 -1 -1
008462.jpg -1 -1 1 -1
002499.jpg -1 -1 -1 1
009370.jpg 1 -1 -1 -1
005030.jpg -1 1 -1 -1
001557.jpg -1 -1 1 -1
007730.jpg -1 -1 -1 1
001793.jpg 1 -1 -1 -1
003732.jpg -1 1 -1 -1
001395.jpg -1 -1 1 -1
001482.jpg -1 -1 -1 1
000799.jpg 1 -1 -1 -1
000726.jpg -1 1 -1 -1
008267.jpg -1 -1 1 -1
007010.jpg -1 -1 -1 1
007416.jpg 1 -1 -1 -1
003319.jpg -1 1 -1 -1
007197.jpg -1 -1 1 -1
007930.jpg -1 -1 -1 1
006665.jpg 1 -1 -1 -1
002064.jpg -1 1 -1 -1
005327.jpg -1 -1 1 -1
008053.jpg -1 -1 -1 1
004091.jpg 1 -1 -1 -1
004242.jpg -1 1 -1 -1
007265.jpg -1 -1 1 -1
000296.jpg -1 -1 -1 1
006823.jpg 1 -1 -1 -1
000670.jpg -1 1 -1 -1
000205.jpg -1 -1 1 -1
009427.jpg -1 -1 -1 1
002112.jpg 1 -1 -1 -1
007807.jpg -1 1 -1 -1
002358.jpg -1 -1 1 -1
000037.jpg -1 -1 -1 1
006412.jpg 1 -1 -1 -1
007512.jpg -1 1 -1 -1
008279.jpg -1 -1 1 -1
007549.jpg -1 -1 -1 1
001316.jpg 1 -1 -1 -1
002179.jpg -1 1 -1 -1
005993.jpg -1 -1 1 -1
000112.jpg -1 -1 -1 1
008239.jpg 1 -1 -1 -1
008294.jpg -1 1 -1 -1
006357.jpg -1 -1 1 -1
005979.jpg -1 -1 -1 1
008946.jpg 1 -1 -1 -1
004545.jpg -1 1 -1 -1
007687.jpg -1 -1 1 -1
001876.jpg -1 -1 -1 1
009267.jpg 1 -1 -1 -1
006623.jpg -1 1 -1 -1
007532.jpg -1 -1 1 -1
000034.jpg -1 -1 -1 1
008305.jpg 1 -1 -1 -1
005047.jpg -1 1 -1 -1
007214.jpg -1 -1 1 -1
000388.jpg -1 -1 -1 1
006352.jpg 1 -1 -1 -1
002959.jpg -1 1 -1 -1
005458.jpg -1 -1 1 -1
000488.jpg -1 -1 -1 1
000359.jpg 1 -1 -1 -1
000909.jpg -1 1 -1 -1
000915.jpg -1 -1 1 -1
009450.jpg -1 -1 -1 1
000460.jpg 1 -1 -1 -1
001643.jpg -1 1 -1 -1
008834.jpg -1 -1 1 -1
009681.jpg -1 -1 -1 1
006798.jpg 1 -1 -1 -1
000061.jpg -1 1 -1 -1
007652.jpg -1 -1 1 -1
001859.jpg -1 -1 -1 1
003610.jpg 1 -1 -1 -1
004400.jpg -1 1 -1 -1
005871.jpg -1 -1 1 -1
002044.jpg -1 -1 -1 1
001563.jpg 1 -1 -1 -1
007297.jpg -1 1 -1 -1
001223.jpg -1 -1 1 -1
000020.jpg -1 -1 -1 1
000755.jpg 1 -1 -1 -1
009433.jpg -1 1 -1 -1
008544.jpg -1 -1 1 -1
007254.jpg -1 -1 -1 1
007237.jpg 1 -1 -1 -1
001580.jpg -1 1 -1 -1
009442.jpg -1 -1 1 -1
002865.jpg -1 -1 -1 1
007800.jpg 1 -1 -1 -1
006775.jpg -1 1 -1 -1
008605.jpg -1 -1 1 -1
006724.jpg -1 -1 -1 1
002170.jpg 1 -1 -1 -1
003977.jpg -1 1 -1 -1
000591.jpg -1 -1 1 -1
000902.jpg -1 -1 -1 1
001269.jpg 1 -1 -1 -1
006674.jpg -1 1 -1 -1
000680.jpg -1 -1 1 -1
001613.jpg -1 -1 -1 1
008787.jpg 1 -1 -1 -1
006570.jpg -1 1 -1 -1
003071.jpg -1 -1 1 -1
008886.jpg -1 -1 -1 1
009637.jpg 1 -1 -1 -1
005419.jpg -1 1 -1 -1
001858.jpg -1 -1 1 -1
004241.jpg -1 -1 -1 1
007896.jpg 1 -1 -1 -1
008957.jpg -1 1 -1 -1
001539.jpg -1 -1 1 -1
008922.jpg -1 -1 -1 1
003305.jpg 1 -1 -1 -1
008688.jpg -1 1 -1 -1
003503.jpg -1 -1 1 -1
004284.jpg -1 -1 -1 1
008627.jpg 1 -1 -1 -1
009226.jpg -1 1 -1 -1
008089.jpg -1 -1 1 -1
004640.jpg -1 -1 -1 1
001887.jpg 1 -1 -1 -1
002326.jpg -1 1 -1 -1
003845.jpg -1 -1 1 -1
003211.jpg -1 -1 -1 1
002466.jpg 1 -1 -1 -1
008503.jpg -1 1 -1 -1
005550.jpg -1 -1 1 -1
001117.jpg -1 -1 -1 1
007482.jpg 1 -1 -1 -1
004166.jpg -1 1 -1 -1
006069.jpg -1 -1 1 -1
001308.jpg -1 -1 -1 1
007227.jpg 1 -1 -1 -1
007890.jpg -1 1 -1 -1
000872.jpg -1 -1 1 -1
003815.jpg -1 -1 -1 1
002317.jpg 1 -1 -1 -1
009524.jpg -1 1 -1 -1
000275.jpg -1 -1 1 -1
003690.jpg -1 -1 -1 1
006784.jpg 1 -1 -1 -1
008895.jpg -1 1 -1 -1
003958.jpg -1 -1 1 -1
006245.jpg -1 -1 -1 1
004940.jpg 1 -1 -1 -1
009195.jpg -1 1 -1 -1
005134.jpg -1 -1 1 -1
001469.jpg -1 -1 -1 1
003940.jpg 1 -1 -1 -1
001219.jpg -1 1 -1 -1
001135.jpg -1 -1 1 -1
001702.jpg -1 -1 -1 1
004373.jpg 1 -1 -1 -1
006524.jpg -1 1 -1 -1
009115.jpg -1 -1 1 -1
004679.jpg -1 -1 -1 1
000115.jpg 1 -1 -1 -1
006346.jpg -1 1 -1 -1
006745.jpg -1 -1 1 -1
000736.jpg -1 -1 -1 1
007711.jpg 1 -1 -1 -1
000453.jpg -1 1 -1 -1
006060.jpg -1 -1 1 -1
006987.jpg -1 -1 -1 1
008369.jpg 1 -1 -1 -1
008184.jpg -1 1 -1 -1
003012.jpg -1 -1 1 -1
001289.jpg -1 -1 -1 1
002832.jpg 1 -1 -1 -1
007430.jpg -1 1 -1 -1
003548.jpg -1 -1 1 -1
002811.jpg -1 -1 -1 1
009106.jpg 1 -1 -1 -1
001889.jpg -1 1 -1 -1
001064.jpg -1 -1 1 -1
003021.jpg -1 -1 -1 1
007668.jpg 1 -1 -1 -1
008147.jpg -1 1 -1 -1
000810.jpg -1 -1 1 -1
002880.jpg -1 -1 -1 1
002853.jpg 1 -1 -1 -1
004290.jpg -1 1 -1 -1
009745.jpg -1 -1 1 -1
008280.jpg -1 -1 -1 1
000899.jpg 1 -1 -1 -1
003162.jpg -1 1 -1 -1
000617.jpg -1 -1 1 -1
000880.jpg -1 -1 -1 1
004966.jpg 1 -1 -1 -1
009173.jpg -1 1 -1 -1
008764.jpg -1 -1 1 -1
004699.jpg -1 -1 -1 1
009214.jpg 1 -1 -1 -1
007987.jpg -1 1 -1 -1
003466.jpg -1 -1 1 -1
005401.jpg -1 -1 -1 1
008854.jpg 1 -1 -1 -1
000108.jpg -1 1 -1 -1
004898.jpg -1 -1 1 -1
002929.jpg -1 -1 -1 1
000184.jpg 1 -1 -1 -1
003886.jpg -1 1 -1 -1
002525.jpg -1 -1 1 -1
009348.jpg -1 -1 -1 1
001722.jpg 1 -1 -1 -1
008137.jpg -1 1 -1 -1
007120.jpg -1 -1 1 -1
009871.jpg -1 -1 -1 1
005788.jpg 1 -1 -1 -1
004641.jpg -1 1 -1 -1
001256.jpg -1 -1 1 -1
007271.jpg -1 -1 -1 1
003725.jpg 1 -1 -1 -1
005812.jpg -1 1 -1 -1
008825.jpg -1 -1 1 -1
004159.jpg -1 -1 -1 1
009420.jpg 1 -1 -1 -1
000363.jpg -1 1 -1 -1
004305.jpg -1 -1 1 -1
000280.jpg -1 -1 -1 1
000535.jpg 1 -1 -1 -1
003470.jpg -1 1 -1 -1
002877.jpg -1 -1 1 -1
000228.jpg -1 -1 -1 1
000579.jpg 1 -1 -1 -1
008474.jpg -1 1 -1 -1
007465.jpg -1 -1 1 -1
005168.jpg -1 -1 -1 1
008230.jpg 1 -1 -1 -1
000283.jpg -1 1 -1 -1
001921.jpg -1 -1 1 -1
008135.jpg -1 -1 -1 1
008382.jpg 1 -1 -1 -1
008980.jpg -1 1 -1 -1
000586.jpg -1 -1 1 -1
004057.jpg -1 -1 -1 1
009312.jpg 1 -1 -1 -1
002975.jpg -1 1 -1 -1
003926.jpg -1 -1 1 -1
008568.jpg -1 -1 -1 1
007034.jpg 1 -1 -1 -1
007503.jpg -1 1 -1 -1
004085.jpg -1 -1 1 -1
008028.jpg -1 -1 -1 1
007393.jpg 1 -1 -1 -1
001448.jpg -1 1 -1 -1
000807.jpg -1 -1 1 -1
004429.jpg -1 -1 -1 1
003956.jpg 1 -1 -1 -1
007507.jpg -1 1 -1 -1
007481.jpg -1 -1 1 -1
009983.jpg -1 -1 -1 1
005558.jpg 1 -1 -1 -1
003468.jpg -1 1 -1 -1
004139.jpg -1 -1 1 -1
006722.jpg -1 -1 -1 1
008664.jpg 1 -1 -1 -1
002263.jpg -1 1 -1 -1
006564.jpg -1 -1 1 -1
000259.jpg -1 -1 -1 1
009456.jpg 1 -1 -1 -1
002389.jpg -1 1 -1 -1
004673.jpg -1 -1 1 -1
001671.jpg -1 -1 -1 1
007550.jpg 1 -1 -1 -1
000685.jpg -1 1 -1 -1
007124.jpg -1 -1 1 -1
007347.jpg -1 -1 -1 1
002713.jpg 1 -1 -1 -1
005408.jpg -1 1 -1 -1
008799.jpg -1 -1 1 -1
006661.jpg -1 -1 -1 1
004588.jpg 1 -1 -1 -1
001931.jpg -1 1 -1 -1
007330.jpg -1 -1 1 -1
008433.jpg -1 -1 -1 1
000568.jpg 1 -1 -1 -1
002222.jpg -1 1 -1 -1
003933.jpg -1 -1 1 -1
005636.jpg -1 -1 -1 1
005449.jpg 1 -1 -1 -1
005135.jpg -1 1 -1 -1
000838.jpg -1 -1 1 -1
008885.jpg -1 -1 -1 1
005947.jpg 1 -1 -1 -1
001640.jpg -1 1 -1 -1
005133.jpg -1 -1 1 -1
002100.jpg -1 -1 -1 1
008554.jpg 1 -1 -1 -1
006137.jpg -1 1 -1 -1
007552.jpg -1 -1 1 -1
000630.jpg -1 -1 -1 1
009061.jpg 1 -1 -1 -1
007915.jpg -1 1 -1 -1
009809.jpg -1 -1 1 -1
000664.jpg -1 -1 -1 1
003991.jpg 1 -1 -1 -1
001806.jpg -1 1 -1 -1
004285.jpg -1 -1 1 -1
002714.jpg -1 -1 -1 1
004777.jpg 1 -1 -1 -1
008047.jpg -1 1 -1 -1
007189.jpg -1 -1 1 -1
007835.jpg -1 -1 -1 1
001074.jpg 1 -1 -1 -1
007425.jpg -1 1 -1 -1
006718.jpg -1 -1 1 -1
001389.jpg -1 -1 -1 1
005268.jpg 1 -1 -1 -1
001369.jpg -1 1 -1 -1
001504.jpg -1 -1 1 -1
003269.jpg -1 -1 -1 1
005707.jpg 1 -1 -1 -1
000354.jpg -1 1 -1 -1
002993.jpg -1 -1 1 -1
008952.jpg -1 -1 -1 1
000759.jpg 1 -1 -1 -1
009582.jpg -1 1 -1 -1
001274.jpg -1 -1 1 -1
003600.jpg -1 -1 -1 1
002767.jpg 1 -1 -1 -1
004102.jpg -1 1 -1 -1
001531.jpg -1 -1 1 -1
001832.jpg -1 -1 -1 1
004263.jpg 1 -1 -1 -1
005837.jpg -1 1 -1 -1
000244.jpg -1 -1 1 -1
006867.jpg -1 -1 -1 1
005674.jpg 1 -1 -1 -1
004793.jpg -1 1 -1 -1
003648.jpg -1 -1 1 -1
005247.jpg -1 -1 -1 1
005669.jpg 1 -1 -1 -1
007948.jpg -1 1 -1 -1
009154.jpg -1 -1 1 -1
004369.jpg -1 -1 -1 1
009048.jpg 1 -1 -1 -1
005719.jpg -1 1 -1 -1
009166.jpg -1 -1 1 -1
002852.jpg -1 -1 -1 1
008026.jpg 1 -1 -1 -1
001648.jpg -1 1 -1 -1
005679.jpg -1 -1 1 -1
001638.jpg -1 -1 -1 1
001340.jpg 1 -1 -1 -1
003419.jpg -1 1 -1 -1
002290.jpg -1 -1 1 -1
005127.jpg -1 -1 -1 1
005886.jpg 1 -1 -1 -1
002093.jpg -1 1 -1 -1
003412.jpg -1 -1 1 -1
006707.jpg -1 -1 -1 1
008330.jpg 1 -1 -1 -1
000025.jpg -1 1 -1 -1
004063.jpg -1 -1 1 -1
005526.jpg -1 -1 -1 1
009068.jpg 1 -1 -1 -1
009483.jpg -1 1 -1 -1
009762.jpg -1 -1 1 -1
000952.jpg -1 -1 -1 1
002487.jpg 1 -1 -1 -1
000558.jpg -1 1 -1 -1
005341.jpg -1 -1 1 -1
001924.jpg -1 -1 -1 1
006586.jpg 1 -1 -1 -1
002761.jpg -1 1 -1 -1
007888.jpg -1 -1 1 -1
000399.jpg -1 -1 -1 1
007366.jpg 1 -1 -1 -1
002101.jpg -1 1 -1 -1
002024.jpg -1 -1 1 -1
009566.jpg -1 -1 -1 1
006541.jpg 1 -1 -1 -1
002794.jpg -1 1 -1 -1
003449.jpg -1 -1 1 -1
007158.jpg -1 -1 -1 1
002277.jpg 1 -1 -1 -1
001996.jpg -1 1 -1 -1
002178.jpg -1 -1 1 -1
001048.jpg -1 -1 -1 1
007447.jpg 1 -1 -1 -1
000142.jpg -1 1 -1 -1
005693.jpg -1 -1 1 -1
009188.jpg -1 -1 -1 1
002089.jpg 1 -1 -1 -1
005936.jpg -1 1 -1 -1
003311.jpg -1 -1 1 -1
004902.jpg -1 -1 -1 1
000405.jpg 1 -1 -1 -1
003580.jpg -1 1 -1 -1
003506.jpg -1 -1 1 -1
005054.jpg -1 -1 -1 1
002797.jpg 1 -1 -1 -1
001556.jpg -1 1 -1 -1
005450.jpg -1 -1 1 -1
009887.jpg -1 -1 -1 1
000598.jpg 1 -1 -1 -1
003116.jpg -1 1 -1 -1
002786.jpg -1 -1 1 -1
008497.jpg -1 -1 -1 1
009336.jpg 1 -1 -1 -1
004215.jpg -1 1 -1 -1
007918.jpg -1 -1 1 -1
008260.jpg -1 -1 -1 1
009609.jpg 1 -1 -1 -1
006901.jpg -1 1 -1 -1
000604.jpg -1 -1 1 -1
009083.jpg -1 -1 -1 1
000018.jpg 1 -1 -1 -1
002017.jpg -1 1 -1 -1
002216.jpg -1 -1 1 -1
007719.jpg -1 -1 -1 1
008734.jpg 1 -1 -1 -1
007245.jpg -1 1 -1 -1
006227.jpg -1 -1 1 -1
002105.jpg -1 -1 -1 1
000511.jpg 1 -1 -1 -1
002230.jpg -1 1 -1 -1
002859.jpg -1 -1 1 -1
009873.jpg -1 -1 -1 1
009432.jpg 1 -1 -1 -1
009175.jpg -1 1 -1 -1
007502.jpg -1 -1 1 -1
002266.jpg -1 -1 -1 1
008937.jpg 1 -1 -1 -1
000943.jpg -1 1 -1 -1
008166.jpg -1 -1 1 -1
005205.jpg -1 -1 -1 1
005820.jpg 1 -1 -1 -1
004722.jpg -1 1 -1 -1
008583.jpg -1 -1 1 -1
004222.jpg -1 -1 -1 1
003501.jpg 1 -1 -1 -1
006067.jpg -1 1 -1 -1
002570.jpg -1 -1 1 -1
006176.jpg -1 -1 -1 1
009477.jpg 1 -1 -1 -1
000651.jpg -1 1 -1 -1
003057.jpg -1 -1 1 -1
001336.jpg -1 -1 -1 1
005943.jpg 1 -1 -1 -1
006749.jpg -1 1 -1 -1
000826.jpg -1 -1 1 -1
000073.jpg -1 -1 -1 1
000080.jpg 1 -1 -1 -1
002844.jpg -1 1 -1 -1
004667.jpg -1 -1 1 -1
001234.jpg -1 -1 -1 1
004769.jpg 1 -1 -1 -1
002408.jpg -1 1 -1 -1
001255.jpg -1 -1 1 -1
007902.jpg -1 -1 -1 1
007949.jpg 1 -1 -1 -1
000761.jpg -1 1 -1 -1
008320.jpg -1 -1 1 -1
006335.jpg -1 -1 -1 1
006476.jpg 1 -1 -1 -1
006635.jpg -1 1 -1 -1
004610.jpg -1 -1 1 -1
004433.jpg -1 -1 -1 1
001432.jpg 1 -1 -1 -1
007101.jpg -1 1 -1 -1
005476.jpg -1 -1 1 -1
007578.jpg -1 -1 -1 1
008060.jpg 1 -1 -1 -1
006555.jpg -1 1 -1 -1
005938.jpg -1 -1 1 -1
002049.jpg -1 -1 -1 1
002119.jpg 1 -1 -1 -1
003390.jpg -1 1 -1 -1
004205.jpg -1 -1 1 -1
002272.jpg -1 -1 -1 1
005151.jpg 1 -1 -1 -1
007126.jpg -1 1 -1 -1
006085.jpg -1 -1 1 -1
007596.jpg -1 -1 -1 1
004427.jpg 1 -1 -1 -1
005218.jpg -1 1 -1 -1
009720.jpg -1 -1 1 -1
007671.jpg -1 -1 -1 1
006254.jpg 1 -1 -1 -1
004548.jpg -1 1 -1 -1
006138.jpg -1 -1 1 -1
006921.jpg -1 -1 -1 1
004368.jpg 1 -1 -1 -1
009679.jpg -1 1 -1 -1
000774.jpg -1 -1 1 -1
000117.jpg -1 -1 -1 1
005084.jpg 1 -1 -1 -1
000251.jpg -1 1 -1 -1
002450.jpg -1 -1 1 -1
007521.jpg -1 -1 -1 1
002600.jpg 1 -1 -1 -1
007070.jpg -1 1 -1 -1
008653.jpg -1 -1 1 -1
009204.jpg -1 -1 -1 1
005587.jpg 1 -1 -1 -1
004416.jpg -1 1 -1 -1
008758.jpg -1 -1 1 -1
008485.jpg -1 -1 -1 1
000524.jpg 1 -1 -1 -1
